medication_id,medication_name,pharm_class_cd,pharm_class_title,simple_generic_cd,simple_generic_title,generic_name,gpi,strength,form,route
135291,HYDROMORPHONE (PF) 1 MG/ML IN 0.9% SODIUM CHLORIDE INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,9990307824,HYDROMORPHONE HCL/0.9% NACL/PF,HYDROmorphone (PF) 1 mg/mL in 0.9% sodium chloride intravenous syringe,573548,1 mg/mL,syringe,intravenous
135597,MORPHINE CONCENTRATE 20 MG/ML ORAL SYRINGE  (FOR ORAL USE ONLY),12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 20 mg/mL oral syringe  (FOR ORAL USE ONLY),573918,20 mg/mL,syringe,oral
136167,"HYDROMORPHONE ER 32 MG TABLET,EXTENDED RELEASE 24 HR",12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,"HYDROmorphone ER 32 mg tablet,extended release 24 hr",574830,32 mg,tablet extended release 24 hr,oral
136168,"EXALGO ER 32 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,"HYDROmorphone ER 32 mg tablet,extended release 24 hr",574830,32 mg,tablet extended release 24 hr,oral
136256,"MORPHINE ER 40 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 40 mg capsule,extended release pellets",574923,40 mg,"capsule,extend.release pellets",oral
136257,"MORPHINE ER 70 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 70 mg capsule,extended release pellets",574924,70 mg,"capsule,extend.release pellets",oral
136258,"MORPHINE ER 130 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 130 mg capsule,extended release pellets",574925,130 mg,"capsule,extend.release pellets",oral
136259,"MORPHINE ER 150 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 150 mg capsule,extended release pellets",574926,150 mg,"capsule,extend.release pellets",oral
136261,"KADIAN 40 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 40 mg capsule,extended release pellets",574923,40 mg,"capsule,extend.release pellets",oral
136262,"KADIAN 70 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 70 mg capsule,extended release pellets",574924,70 mg,"capsule,extend.release pellets",oral
136263,"KADIAN 130 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 130 mg capsule,extended release pellets",574925,130 mg,"capsule,extend.release pellets",oral
136264,"KADIAN 150 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 150 mg capsule,extended release pellets",574926,150 mg,"capsule,extend.release pellets",oral
136397,FENTANYL(PF) 5 MCG/0.5 ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL(PF) 5 mcg/0.5 mL in 0.9 % sodium chloride intravenous syringe,575074,5 mcg/0.5 mL,syringe,intravenous
136594,HYDROMORPHONE (PF) 10 MCG/ML-BUPIVACAINE 0.125 %-NACL EPIDURAL SYRINGE,12236,OPIOID ANALGESICS,9990308005,HYDROMORPHONE/BUPIV/0.9NACL/PF,HYDROmorphone (PF) 10 mcg/mL-bupivacaine 0.125 %-NaCl epidural syringe,575251,10 mcg/mL -0.125 %,syringe,epidural
136711,MORPHINE (PF) 30 MG/30 ML (1 MG/ML) IN 0.9% SOD.CHLORIDE PCA IV SOLN,12236,OPIOID ANALGESICS,9990307822,MORPHINE SULFATE/0.9% NACL/PF,morphine (PF) 30 mg/30 mL (1 mg/mL) in 0.9% sod.chloride PCA IV soln,575315,30 mg/30 mL (1 mg/mL),patient control.analgesia soln,intravenous
136713,MORPHINE (PF) 800 MG/20 ML (40 MG/ML) IN NACL(ISO) INTRATHECAL SYRINGE,12236,OPIOID ANALGESICS,9990309351,MORPHINE IN ISO SOD CHLORID/PF,morphine (PF) 800 mg/20 mL (40 mg/mL) in NaCl(iso) intrathecal syringe,575324,800 mg/20 mL (40 mg/mL),syringe,intrathecal
136716,MORPHINE 2 MG/ML INTRAVENOUS CARTRIDGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 2 mg/mL intravenous syringe,581056,2 mg/mL,cartridge,intravenous
136717,MORPHINE 4 MG/ML INTRAVENOUS CARTRIDGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 4 mg/mL intravenous syringe,581057,4 mg/mL,cartridge,intravenous
136718,MORPHINE 10 MG/ML INTRAVENOUS CARTRIDGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg/mL intravenous syringe,582839,10 mg/mL,cartridge,intravenous
136719,MORPHINE 15 MG/ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 15 mg/mL intravenous syringe,575330,15 mg/mL,syringe,intravenous
136725,HYDROMORPHONE (PF) 12 MG/30 ML (0.4 MG/ML) IN 0.9% NACL IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990307824,HYDROMORPHONE HCL/0.9% NACL/PF,HYDROmorphone (PF) 12 mg/30 mL (0.4 mg/mL) in 0.9% NaCl IV PCA syringe,575345,12 mg/30 mL (0.4 mg/mL),pt controlled analgesia syring,intravenous
136726,HYDROMORPHONE (PF) 110 MG/55 ML (2 MG/ML) IN 0.9 % NACL IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990307824,HYDROMORPHONE HCL/0.9% NACL/PF,HYDROmorphone (PF) 110 mg/55 mL (2 mg/mL) in 0.9 % NaCl IV PCA syringe,575346,110 mg/55 mL (2 mg/mL),pt controlled analgesia syring,intravenous
136730,VICODIN 5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 300 mg tablet,476332,5-300 mg,tablet,oral
136731,VICODIN ES 7.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 300 mg tablet,476785,7.5-300 mg,tablet,oral
136732,VICODIN HP 10 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 300 mg tablet,470772,10-300 mg,tablet,oral
136735,NALBUPHINE 10 MG/0.5 ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6520003010,NALBUPHINE HCL,nalbuphine 10 mg/0.5 mL intravenous syringe,575364,10 mg/0.5 mL,syringe,intravenous
136821,METHADONE 5 MG/5 ML ORAL SYRINGE  (FOR ORAL USE ONLY),12236,OPIOID ANALGESICS,6510005010,METHADONE HCL,methadone 5 mg/5 mL oral syringe  (FOR ORAL USE ONLY),575300,5 mg/5 mL,syringe,oral
136822,FENTANYL (PF) 600 MCG/30 ML (20 MCG/ML) IN 0.9 % NACL IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 600 mcg/30 mL (20 mcg/mL) in 0.9 % NaCl IV PCA syringe,575301,600 mcg/30 mL (20 mcg/mL),pt controlled analgesia syring,intravenous
136824,HYDROMORPHONE (PF) 1 MG/0.5 ML IN 0.9% SODIUM CHLORIDE IV SYRINGE,12236,OPIOID ANALGESICS,9990307824,HYDROMORPHONE HCL/0.9% NACL/PF,HYDROmorphone (PF) 1 mg/0.5 mL in 0.9% sodium chloride IV syringe,575317,1 mg/0.5 mL,syringe,intravenous
136828,FENTANYL (PF) 750 MCG/30 ML (25 MCG/ML) IN 0.9 % NACL IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 750 mcg/30 mL (25 mcg/mL) in 0.9 % NaCl IV PCA syringe,575373,750 mcg/30 mL (25 mcg/mL),pt controlled analgesia syring,intravenous
136832,HYDROMORPHONE (PF) 10 MG/50 ML (0.2 MG/ML) IN 0.9% NACL IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990307824,HYDROMORPHONE HCL/0.9% NACL/PF,HYDROmorphone (PF) 10 mg/50 mL (0.2 mg/mL) in 0.9% NaCl IV PCA syringe,575420,10 mg/50 mL (0.2 mg/mL),pt controlled analgesia syring,intravenous
137114,MORPHINE 10 MG/ML IV IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,9990304497,MORPHINE SULFATE IN 0.9 % NACL,morphine 10 mg/mL IV in 0.9 % sodium chloride intravenous syringe,575448,10 mg/mL,syringe,intravenous
137144,DILAUDID 1 MG/ML ORAL LIQUID,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 1 mg/mL oral liquid,295333,1 mg/mL,liquid,oral
137370,ACETAMINOPHEN 120 MG-CODEINE 12 MG/5 ML (5 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution,575861,120 mg-12 mg /5 mL (5 mL),solution,oral
137632,ACETAMINOPHEN 240 MG-CODEINE 24 MG/10 ML (10 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 240 mg-codeine 24 mg/10 mL (10 mL) oral solution,575899,240 mg-24 mg /10 mL (10 mL),solution,oral
137633,ACETAMINOPHEN 300 MG-CODEINE 30 MG/12.5 ML (12.5 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 300 mg-codeine 30 mg/12.5 mL (12.5 mL) oral solution,575901,300 mg-30 mg /12.5 mL,solution,oral
137634,ACETAMINOPHEN 360 MG-CODEINE 36 MG/15 ML (15 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 360 mg-codeine 36 mg/15 mL (15 mL) oral solution,575902,360 mg-36 mg /15 mL (15 mL),solution,oral
137643,MORPHINE 8 MG/ML INTRAVENOUS CARTRIDGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 8 mg/mL intravenous syringe,582838,8 mg/mL,cartridge,intravenous
137651,TYLENOL-CODEINE SOLUTION 360 MG-36 MG/15 ML (15 ML) ORAL,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 360 mg-codeine 36 mg/15 mL (15 mL) oral solution,575902,360 mg-36 mg /15 mL (15 mL),solution,oral
137652,TYLENOL-CODEINE SOLUTION 120 MG-12 MG/5 ML (5 ML) ORAL,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990305674,ACETAMINOPHEN WITH CODEINE,acetaminophen 120 mg-codeine 12 mg/5 mL (5 mL) oral solution,575861,120 mg-12 mg /5 mL (5 mL),solution,oral
137839,"OXYMORPHONE ER 7.5 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 7.5 mg tablet,crush resistant,extended release 12 hr",576227,7.5 mg,"tablet,oral only,ext.rel.12 hr",oral
137840,"OXYMORPHONE ER 15 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 15 mg tablet,crush resistant,extended release 12 hr",576228,15 mg,"tablet,oral only,ext.rel.12 hr",oral
137844,"OPANA ER 7.5 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 7.5 mg tablet,crush resistant,extended release 12 hr",576227,7.5 mg,"tablet,oral only,ext.rel.12 hr",oral
137845,"OPANA ER 15 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 15 mg tablet,crush resistant,extended release 12 hr",576228,15 mg,"tablet,oral only,ext.rel.12 hr",oral
138338,"OXYMORPHONE ER 5 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 5 mg tablet,crush resistant,extended release 12 hr",576463,5 mg,"tablet,oral only,ext.rel.12 hr",oral
138339,"OXYMORPHONE ER 10 MG TABLET, CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 10 mg tablet, crush resistant,extended release 12 hr",576464,10 mg,"tablet,oral only,ext.rel.12 hr",oral
138340,"OXYMORPHONE ER 20 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 20 mg tablet,crush resistant,extended release 12 hr",576465,20 mg,"tablet,oral only,ext.rel.12 hr",oral
138341,"OXYMORPHONE ER 30 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 30 mg tablet,crush resistant,extended release 12 hr",576466,30 mg,"tablet,oral only,ext.rel.12 hr",oral
138342,"OXYMORPHONE ER 40 MG TABLET,CRUSH RESISTANT,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 40 mg tablet,crush resistant,extended release 12 hr",576467,40 mg,"tablet,oral only,ext.rel.12 hr",oral
138344,"OPANA ER 5 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 5 mg tablet,crush resistant,extended release 12 hr",576463,5 mg,"tablet,oral only,ext.rel.12 hr",oral
138345,"OPANA ER 10 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 10 mg tablet, crush resistant,extended release 12 hr",576464,10 mg,"tablet,oral only,ext.rel.12 hr",oral
138346,"OPANA ER 20 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 20 mg tablet,crush resistant,extended release 12 hr",576465,20 mg,"tablet,oral only,ext.rel.12 hr",oral
138347,"OPANA ER 30 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 30 mg tablet,crush resistant,extended release 12 hr",576466,30 mg,"tablet,oral only,ext.rel.12 hr",oral
138348,"OPANA ER 40 MG TABLET, CRUSH RESISTANT, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 40 mg tablet,crush resistant,extended release 12 hr",576467,40 mg,"tablet,oral only,ext.rel.12 hr",oral
138718,CODEINE SULFATE 15 MG/2.5 ML (2.5 ML) ORAL SOLUTION,12236,OPIOID ANALGESICS,9990304032,CODEINE SULFATE,codeine sulfate 15 mg/2.5 mL (2.5 mL) oral solution,576968,15 mg/2.5 mL (2.5 mL),solution,oral
138728,CODEINE SULFATE 30 MG/5 ML (5 ML) ORAL SOLUTION,12236,OPIOID ANALGESICS,9990304032,CODEINE SULFATE,codeine sulfate 30 mg/5 mL (5 mL) oral solution,576979,30 mg/5 mL (5 mL),solution,oral
140483,HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,6510003510,HYDROMORPHONE HCL,HYDROmorphone 0.5 mg/0.5 mL injection syringe,578600,0.5 mg/0.5 mL,syringe,injection
141104,BUTALBITAL 50 MG-ACETAMINOPHEN 300 MG-CAFFEINE 40 MG-CODEINE 30 MG CAP,13114,"OPIOID,NON-SALICYL.ANALGESIC,BARBITURATE,XANTHINE",9990305679,BUTALBIT/ACETAMIN/CAFF/CODEINE,butalbitaL 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap,579265,50-300-40-30 mg,capsule,oral
141106,FIORICET WITH CODEINE 50 MG-300 MG-40 MG-30 MG CAPSULE,13114,"OPIOID,NON-SALICYL.ANALGESIC,BARBITURATE,XANTHINE",9990305679,BUTALBIT/ACETAMIN/CAFF/CODEINE,butalbitaL 50 mg-acetaminophen 300 mg-caffeine 40 mg-codeine 30 mg cap,579265,50-300-40-30 mg,capsule,oral
141697,BUPRENORPHINE 15 MCG/HOUR WEEKLY TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,9990308461,BUPRENORPHINE,buprenorphine 15 mcg/hour weekly transdermal patch,579753,15 mcg/hour,patch weekly,transdermal
141703,BUTRANS 15 MCG/HOUR TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,9990308461,BUPRENORPHINE,buprenorphine 15 mcg/hour weekly transdermal patch,579753,15 mcg/hour,patch weekly,transdermal
142101,LORTAB ELIXIR 10 MG-300 MG/15 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 300 mg/15 mL oral solution,562637,10-300 mg/15 mL,solution,oral
142889,"HYDROCODONE BITARTRATE ER 15 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 15 mg capsule,extended release 12 hr",580165,15 mg,"capsule,extended release 12 hr",oral
142890,"HYDROCODONE BITARTRATE ER 20 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 20 mg capsule,extended release 12 hr",580166,20 mg,"capsule,extended release 12 hr",oral
142891,"HYDROCODONE BITARTRATE ER 30 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 30 mg capsule,extended release 12 hr",580167,30 mg,"capsule,extended release 12 hr",oral
142892,"HYDROCODONE BITARTRATE ER 40 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 40 mg capsule,extended release 12 hr",580168,40 mg,"capsule,extended release 12 hr",oral
142893,"HYDROCODONE BITARTRATE ER 50 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 50 mg capsule,extended release 12 hr",580169,50 mg,"capsule,extended release 12 hr",oral
142894,"HYDROCODONE BITARTRATE ER 10 MG CAPSULE,EXTENDED RELEASE 12 HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 10 mg capsule,extended release 12 hr",580170,10 mg,"capsule,extended release 12 hr",oral
142906,"ZOHYDRO ER 10 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 10 mg capsule,extended release 12 hr",580170,10 mg,"capsule,extended release 12 hr",oral
142907,"ZOHYDRO ER 15 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 15 mg capsule,extended release 12 hr",580165,15 mg,"capsule,extended release 12 hr",oral
142908,"ZOHYDRO ER 20 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 20 mg capsule,extended release 12 hr",580166,20 mg,"capsule,extended release 12 hr",oral
142909,"ZOHYDRO ER 30 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 30 mg capsule,extended release 12 hr",580167,30 mg,"capsule,extended release 12 hr",oral
142910,"ZOHYDRO ER 40 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 40 mg capsule,extended release 12 hr",580168,40 mg,"capsule,extended release 12 hr",oral
142911,"ZOHYDRO ER 50 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 50 mg capsule,extended release 12 hr",580169,50 mg,"capsule,extended release 12 hr",oral
143203,MORPHINE 2 MG/ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 2 mg/mL intravenous syringe,581056,2 mg/mL,syringe,intravenous
143204,MORPHINE 4 MG/ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 4 mg/mL intravenous syringe,581057,4 mg/mL,syringe,intravenous
143225,OXYCODONE 7.5 MG-ACETAMINOPHEN ER 325 MG TAB EXTENDED REL. ORAL ONLY,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE 7.5 mg-acetaminophen ER 325 mg tab extended rel. oral only,581093,7.5-325 mg,"tab,oral only,IR - ER, biphase",oral
143246,"XARTEMIS XR 7.5 MG-325 MG TABLET EXTENDED RELEASE, ORAL ONLY",13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE 7.5 mg-acetaminophen ER 325 mg tab extended rel. oral only,581093,7.5-325 mg,"tab,oral only,IR - ER, biphase",oral
143540,LORCET HD 10 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg tablet,204978,10-325 mg,tablet,oral
143541,LORCET (HYDROCODONE) 5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 325 mg tablet,178036,5-325 mg,tablet,oral
143673,LORTAB 5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 325 mg tablet,178036,5-325 mg,tablet,oral
143674,LORTAB 7.5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 325 mg tablet,237428,7.5-325 mg,tablet,oral
143675,LORTAB 10 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg tablet,204978,10-325 mg,tablet,oral
143916,LORCET PLUS 7.5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 325 mg tablet,237428,7.5-325 mg,tablet,oral
144150,ENDOCET 2.5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-325 mg tablet,266673,2.5-325 mg,tablet,oral
144522,VERDROCET 2.5 MG-325 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 2.5 mg-acetaminophen 325 mg tablet,572660,2.5-325 mg,tablet,oral
145349,BUPRENORPHINE 7.5 MCG/HOUR WEEKLY TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,9990308461,BUPRENORPHINE,buprenorphine 7.5 mcg/hour weekly transdermal patch,582276,7.5 mcg/hour,patch weekly,transdermal
145361,XYLON 10 10 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 10 mg-ibuprofen 200 mg tablet,554201,10-200 mg,tablet,oral
145423,BUTRANS 7.5 MCG/HOUR TRANSDERMAL PATCH,12236,OPIOID ANALGESICS,9990308461,BUPRENORPHINE,buprenorphine 7.5 mcg/hour weekly transdermal patch,582276,7.5 mcg/hour,patch weekly,transdermal
145770,MORPHINE 8 MG/ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 8 mg/mL intravenous syringe,582838,8 mg/mL,syringe,intravenous
145771,MORPHINE 10 MG/ML INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine 10 mg/mL intravenous syringe,582839,10 mg/mL,syringe,intravenous
146229,ACETAMINOPHEN 320.5 MG-CAFFEINE 30 MG-DIHYDROCODEINE 16 MG CAPSULE,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 320.5 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,583307,320.5-30-16 mg,capsule,oral
146239,"HYDROCODONE BITARTRATE ER 20 MG TABLET,CRUSH RESIST,EXTENDED REL. 24HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 20 mg tablet,crush resist,extended rel. 24hr",583336,20 mg,"tablet,oral only,ext.rel.24 hr",oral
146240,"HYDROCODONE BITARTRATE ER 30 MG TABLET,CRUSH RESIST,EXTENDED REL. 24HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 30 mg tablet,crush resist,extended rel. 24hr",583337,30 mg,"tablet,oral only,ext.rel.24 hr",oral
146241,"HYDROCODONE BITARTRATE ER 40 MG TABLET,CRUSH RESIST,EXTENDED REL. 24HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 40 mg tablet,crush resist,extended rel. 24hr",583338,40 mg,"tablet,oral only,ext.rel.24 hr",oral
146242,"HYDROCODONE BITARTRATE ER 60 MG TABLET,CRUSH RESIST,EXTENDED REL. 24HR",12236,OPIOID ANALGESICS,9990304059,HYDROCODONE BITARTRATE,"HYDROcodone bitartrate ER 60 mg tablet,crush resist,extended rel. 24hr",583339,60 mg,"tablet,oral only,ext.rel.24 hr",oral
